
创1:1 【太初天主开始创造天地】太初，天主创造天地。
耶48:27 你不曾哂笑[以色列]么？他岂是被人搜查拿获的贼呢？你一提他便摇头。
耶48:28 [摩押]居民，你们离开城邑，住在山崖，要如斑鸠在洞口搭窠。
耶48:29 我们听见[摩押]人狂妄，极其骄傲，听见[摩押]人矜高，狂放，倨傲，心意自大。
耶48:30 主说：我知道[摩押]的狂暴和他虚空的言语。他所行的也都虚空。
耶48:31 因此，我为[摩押]哀哭，为[摩押]全地号咷。人必为[基珥稀列斯]人民叹息。
耶48:32 [西比玛]的葡萄树，枝蔓长到海边，挨近[雅谢]海。行残害的忽然来到，夺取夏果，夺取葡萄。我必因之哭泣，比[雅谢]人哭泣更甚。
耶48:33 在[迦密]，在[摩押]境，欢欣喜乐尽都止息。我使压酒处不再有酒，人必不再欢呼践踏葡萄，虽闻喧嚷，不是欢呼，/乃是争战之声/。(“在迦密”或作“在良田”。)
耶48:34 从哀号的[希实本]到[以利亚利]，直到[雅哈斯]，人都放声哀哭。从[锁珥]到[何罗念]，就是到[伊基拉施利施亚]，人也都如此。因为，[宁琳]的水尽都枯竭。(或作“从琐珥到何罗念人都哀呜如三年的牛犊”。)
耶48:35 主说：我必在[摩押]地将上邱坛与[摩押]神焚香的人都灭尽。
耶48:36 因此，我为[摩押]心中悲戚，如箫声哀惨。我为[基珥稀列斯]人民心中悲戚，如箫声哀惨。因他们所得的货财尽都灭没。(“箫”或作“笛”，下同。)
耶48:37 他们都除发剃须，割伤己手，腰间系麻。
耶48:38 在[摩押]各楼顶，在诸街市上，人都哀哭。我毁坏[摩押]如毁坏无用的器皿。这是主说的。
耶48:39 [摩押]已毁。你们都当为[摩押]哀号。[摩押]何等羞愧，转背逃遁，被四周的人哂笑，使四周的人惊骇。(“摩押已毁”或作“摩押惊惶”。)
耶48:40 主如此说：仇敌必如大鹰飞来，必向[摩押]舒张翅膀。
耶48:41 加略见取，保障被夺。到那日，[摩押]的勇士心惊胆怯，犹如临产的妇人。(“加略见取”或作“诸城邑见取”。)
耶48:42 [摩押]向主妄自尊大，必定毁灭不再成国。
耶48:43 主说：[摩押]居民啊，惊惶的事必临到你们。你们必陷入坑坎网罗。
耶48:44 逃避惊惶事的必陷入坑坎。从坑坎上来的必落在网罗。我必使[摩押]受罚的年临到。这是主说的。
耶48:45 逃遁的到了[希实本]城，力气疲惫，站立望得荫庇。火从[希实本]出来，火焰从[西宏]城而发，焚烧[摩押]四境，烧毁喧嚷吵闹的人的头。
耶48:46 [摩押]人，你们有祸。[基抹]的民，尽都沦亡。你们儿女都被掳掠。
耶48:47 【预言末日摩押必会复兴】主说：虽然如此，到末日，我必使[摩押]被掳的人归回。论降罚与[摩押]的话到此为止。(“被掳的人归回”或作“再振兴”，下同。)
耶49:1 【主预言亚扪人必要受惩罚】以下是论[亚扪]的话。主如此说：[以色列]族岂无子么？岂无后嗣么？{玛勒堪}为何得[迦得]地为业呢？他的民为何住在[迦得]城邑呢？(“玛勒堪”即米勒公亚扪族之神名；“玛勒堪”或作“他们的王”，下同。)
耶49:2 主因此说：日子必到，我必使战斗的声音闻在[亚扪]人的[拉巴]，使[拉巴]成为荒邱。属[拉巴]的城邑被火焚烧，仇敌夺[以色列]人的土地为业，[以色列]人转必得他们的土地为业。这是主说的。
耶49:3 [希实本]人当呼号，因为[艾]城已经倾灭。[拉巴]众女腰系麻布，悲痛哀哭，在篱笆中往来乱跑，因{玛勒堪}被掳掠，他的祭司、侯伯也是如此。
耶49:4 你这悖逆的民，为何夸奖自己山谷，就是你肥润山谷？你曾倚靠财宝，说谁能来攻击我？(“民”原文作“女”。)
耶49:5 【后来必要复兴】主万有的天主说：我从你们四围使你们惊惶，使你们各被追逐直前，流亡的人无人收聚。
耶49:6 主说：虽然如此，后来我必使被掳的[亚扪]人归回。
耶49:7 【预言以东必要受惩罚】¶以下是论[以东]的话。万有的主如此说：[提幔]再无智慧么？明哲人不再有谋略么？他们的智慧尽都灭没么？
耶49:8 [底但]居民，你们须转身逃遁，窜入深处。我降灾与{以扫}，我降罚与{以扫}的时候已经临到。
耶49:9 摘葡萄的若来，岂无所遗留？夜间盗贼偷窃，不过满愿而已。(“偷窃”原文作“毁坏”。)
耶49:10 我必使{以扫}显露，使他的密处漏现，以致不能藏匿，他子孙和弟兄以及邻舍，尽都灭没，归于无有。
耶49:11 你撇下孤儿，我必养育。你的寡妇可以倚靠我。
耶49:12 主如此说：原不当饮/苦/杯的饮了/苦/杯。你岂能脱免呢？必定不能脱免。你也必饮/苦/杯。
耶49:13 主说：我指着自己起誓，[波斯拉]必倾倒使人惊骇，被讥刺，被咒诅，他的一切城邑必然荒芜，直到永远。
耶49:14 /先知说/：我从主听得音信，有人被差遣往列邦去/宣告说/：你们都聚集来攻击[以东]，都当兴起来争战。
耶49:15 我必使你在列邦中为最小，在世人中被藐视。
耶49:16 你住在山崖，据守山顶。你自以为可畏，心中狂傲自昧。你虽如鹰结巢在高处，我必使你从那里降落。这是主说的。
耶49:17 [以东]必荒芜，凡经过的人见[以东]受的灾罚，必惊异哂笑。
耶49:18 主说：[以东]必如从前倾覆的[所多玛]、[俄摩拉]和邻近的城邑。必无人居住在[以东]，必无人寄寓在那里。
耶49:19 仇敌来如狮子从[约但]河边的丛林而上，攻击坚固的居所。转眼之间，我将驱逐他离开他的地。谁蒙拣选，我便命谁治理那处。谁能比我？谁能与我争辩？有何牧人在我面前站立得住？
耶49:20 你们须听主为[以东]所立的谋，为[提幔]居民所定的命。仇敌必将他们曳去如软弱的羊，必将他们和他们住处一齐毁灭。
耶49:21 他们倾倒的声音使地震动，他们呼号的声音传到红海。
耶49:22 仇敌必如大鹰飞上来，向[波斯拉]舒张翅膀。到那日，[以东]勇士必心惊胆怯，犹如临产的妇人。
耶49:23 【预言大玛色必要受惩罚】¶以下是论[大玛色]的话，说：[哈末]与[亚珥拔]羞惭愧耻，听见凶信，心惊胆怯。住海岛的尽都忧愁，不得安宁。(“亚珥拔”又作“亚巴”。)
耶49:24 [大玛色]丧胆，转身逃跑，极其战栗，恐怕痛苦缠身，犹如临产的妇人。
耶49:25 可叹受赞美，有喜乐的城邑忽然凄凉无人。
耶49:26 万有的主说：这城中壮丁必扑倒在街市上。那日一切战士必都死亡。
耶49:27 我必使火焚烧[大玛色]城垣，焚毁[便哈达]的宫殿。
耶49:28 【预言基达必要受惩罚】¶以下是论[巴比伦]王{尼布甲尼撒}所攻击的[基达]和[夏琐]诸国的话。说：主如此说：你们兴起，上去攻击[基达]，毁灭东方人。
耶49:29 他们帐幕，羊群可以夺取，他们帷幄和一切器皿并骆驼可以掳去。人都向他们报告说：四围有惊惶的事。
耶49:30 【预言夏琐必要受惩罚】主说：[夏琐]居民须逃遁，须急速逃遁，窜入深处，因为[巴比伦]王{尼布甲尼撒}设谋攻击你们，立意加害与你们。
耶49:31 主说：你们兴起，上去攻击安居无虑的百姓，攻击无城门无闩锁，独处的人民。
耶49:32 他们骆驼必被夺去，他们众多的牲畜必被掳掠。我必将剃除周围头发的人分散四方，使他们四围遭遇灾祸。这是主说的。
耶49:33 [夏琐]必为豺狼洞穴，永远荒芜，无人居住，无人寄寓那里。(“豺狼”或作“野犬”，下同。)
耶49:34 【预言以拦必要受惩罚】¶[犹大]王{西底家}初作王的时候，先知{耶利米}得主的默示，论[以拦]说：
耶49:35 万有的主如此说：[以拦]人以弓为头等权力，我必折断。
耶49:36 我必使四风从天的四极来攻击[以拦]，将[以拦]人散于四方。被驱逐的[以拦]人无一国不逃到。(“四方”原文作“诸风”。)
耶49:37 主说：我使[以拦]人在他们仇敌面前，在要他们命的人面前极其胆怯。我降灾与他们，向他们大发烈怒，使刀剑追杀他们，直将他们灭绝。
耶49:38 我必设我的位在[以拦]，必在那里灭绝君王侯伯。这是主说的。
耶49:39 【预言到末日，以拦必再次复兴】主说：虽然如此，到末日，我必使[以拦]被掳掠的人归回。
耶50:1 【预言巴比伦也必要受惩罚】以下是主藉先知{耶利米}论[巴比伦]和[迦勒底]国事的话。
耶50:2 你们须在万国传告宣示，树立大旗，应当宣示，不可隐瞒，说[巴比伦]被攻取，{彼勒}被羞辱，{米罗达}见折，[巴比伦]的诸神像被羞辱，[巴比伦]的偶像见折。
耶50:3 因有一国从北方上来攻击[巴比伦]，使[巴比伦]地荒芜，无人居住，自人以至牲畜，尽都逃遁窜走。
耶50:4 【以色列人与犹大人那时将返回郇城事奉主】主说：到那日那时，[以色列]人必与[犹大]人一同回来。他们且走且哭，寻求他们天主耶和华。
耶50:5 他们必面向[郇]城访问道路，到那里与主联合，为永远不忘的约。
耶50:6 我民犹如迷亡的羊，牧人诱惑他们，他们迷在山间，从这山飘流到那冈，失迷了安歇之处。
耶50:7 凡遇见他们的便吞食他们。他们仇敌说：我们不算有罪，因为他们得罪主，就是为他们福田的他们列祖所倚靠的主。
耶50:8 你们须从[巴比伦]逃遁，出离[迦勒底]地。你们必像引导羊群的公山羊。(“你们”或作“我民”。)
耶50:9 【再三提醒，巴比伦必要受报】我必激发大国的许多人从北方来攻击[巴比伦]，向[巴比伦]摆阵，城必从摆阵的地方失陷。他们都是勇士，箭无不中，必不徒劳而回。(“他们都是勇士，箭无不中”或作“他们的箭仿佛作事亨通的勇士”。)
耶50:10 [迦勒底]人必被抢掠。凡抢掠他们的，必心满意足。这是主说的。
耶50:11 你们/[迦勒底]人/曾劫夺我的产业，欢欣喜乐，跳跃如践粮的牛犊，鸣嘶如公马。
耶50:12 你们的母极其愧耻，生你们的甚是羞惭，列国结局终必荒芜，为干旱地，成为沙漠。
耶50:13 因主发怒，[巴比伦]地永无人居住，[巴比伦]全地必尽荒芜。凡经过的人见[巴比伦]受的灾罚，必惊异哂笑。
耶50:14 你们这些张弓的须在[巴比伦]四围摆阵放箭，不要爱惜箭枝，因为[巴比伦]得罪主。
耶50:15 你们须在[巴比伦]四围呐喊攻击。[巴比伦]已摇手示意将要投降，[巴比伦]根基已经倾覆，墙垣已都拆毁，这是主报应[巴比伦]人。你们须向[巴比伦]人复仇，他们如何行，你们也当向他们如何行。
耶50:16 须在[巴比伦]灭绝播种的和收割时拿镰刀的。因刀剑凶暴，/所有聚集在[巴比伦]的人/各归本族，各归故土。
耶50:17 【以色列人开始遭到残酷的虐待，后来必归回故土】[以色列]民犹如失散的羊被狮子驱逐。[亚述]王首先吃他们肉，[巴比伦]王{尼布甲尼撒}随后啮他们骨。(“啮”或作“折”。)
耶50:18 因此，万有的主[以色列]的天主如此说：我必降罚与[巴比伦]王和他的国，如我从前降罚与[亚述]王一般，
耶50:19 必使[以色列]人归回他们原旧的住处。他们必在[巴珊]，在[迦密]得以度日，在[以法莲]山，在[基列]得以饱足。
耶50:20 主说：到那日那时，虽寻[以色列]的愆尤也无所有，虽寻[犹大]的罪恶也无所见，因为我所存留的民，我必赦免他们。
耶50:21 【主预言巴比伦受报时的惨状】¶主说：你须上来攻击悖逆的国，攻击应当受罚的民，将他们杀戮毁灭净尽，须照着凡我所吩咐你的命行。(“国”或作“邑”。)
耶50:22 国中听见有杀喊的声音，并有大祸患。
耶50:23 打碎全地的大锤，何竟折断破坏。[巴比伦]在列国中，何竟空荒凄凉。
耶50:24 [巴比伦]，我为你设下机械，你陷在其中，却不知觉。你被人寻得，被人擒拿，因你抗逆主。
耶50:25 主开了府库，拿出震怒的器械，因为主万有的天主要在[迦勒底]地行大事。
耶50:26 你们从地的极处都来攻击[迦勒底]人的地，开他们仓廪，将他们积如禾堆，杀灭净尽，不存留一人，
耶50:27 杀尽其中的一切公牛，使都下到宰杀地。他们遭报的日子，受罚的时候已到，祸哉，祸哉。
耶50:28 有人从[巴比伦]躲避逃遁到[郇]城，大声报告主我的天主复仇，就是为自己的殿复仇。
耶50:29 招聚善射的来攻击[巴比伦]，所有张弓的都当来在[巴比伦]四周扎营围困，不要容他一人逃避，照着他所作的报应他，按着他所行的向他行，因为他存狂傲的心，叛逆[以色列]的圣主。
耶50:30 主说：到那日，[巴比伦]的壮丁必扑倒在[巴比伦]街市上，其中战士必都灭亡。
耶50:31 主万有的天主说：你这骄傲的，我必降临罚你。你受报的日子，我惩罚你的时候已到。
耶50:32 骄傲的必颠扑跌倒，无人扶起。我必使火焚烧他的城邑，烧毁四周。
耶50:33 【主必为以色列人与犹大人伸冤】万有的主如此说：[以色列]人和犹大人同受凌虐。掳掠他们的强留他们，不肯释放他们。
